pmid,year,title,abstract,label
21455038,2011,Contemporary management of metastatic castration-resistant prostate cancer.,"This review will describe the contemporary management of castration-resistant prostate cancer in the context of multiple recent advances. Two novel agents have been added to the therapeutic armamentarium including cabazitaxel and sipuleucel-T. Cabazitaxel, a novel taxane extended survival in men with progressive metastatic CRPC following conventional docetaxel-based chemotherapy. Sipuleucel-T, an autologous dendritic cell based vaccine extended survival in men with relatively asymptomatic metastatic CRPC without visceral metastasis. A third agent, abiraterone acetate, an orally administered CYP17 inhibitor, which suppresses androgen synthesis has been preliminarily reported to significantly prolong survival following prior docetaxel and approval by regulatory agencies is anticipated. Baseline and early changes in circulating tumor cells appear useful as a prognostic factor. Additionally, data demonstrated the superiority of denosumab, a RANK-ligand antagonist, compared to zoledronic acid in the prevention of skeletal related events in men with bone metastases. Cabazitaxel, sipuleucel-T and denosumab were approved in 2010 by regulatory agencies in the USA for men with metastatic CRPC, and approval of abiraterone acetate is anticipated based on the results of a phase III trial. The evaluation of circulating tumor cells assists in determining prognosis, although its utility for clinical decision-making entails validation.",C2
25131864,2014,[Enzalutamide-a novel androgen receptor inhibitor that provides treatment options for patients with castration-resistant prostate cancer].,"The recent emergence of new hormonal or chemotherapeutic drugs has resulted in a paradigm shift in the treatment of castration-resistant prostate cancer(CRPC). Enzalutamide is a rationally designed, orally administered androgen receptor(AR)inhibitor. It inhibits multiple points in the androgen receptor signalling pathway, which is considered an important driver of CRPC, including the inhibition of androgen binding to the AR, nuclear translocation of the AR complex, and binding of the AR complex to deoxyribonucleic acid(DNA). Unlike other anti-androgens(such as bicalutamide), enzalutamide does not act as a partial AR agonist. The first in human phase I/II trial was conducted in the United States in both chemotherapy-naïve patients and postchemotherapy patients with progressive metastatic CRPC(mCRPC). The results showed encouraging antitumor activity of enzalutamide by considering all outcomes assessed in the trial. The first reported phase III trial was a randomized, double-blind, placebo-controlled, multinational study involving 1,199 patients with mCRPC that progressed even after docetaxel therapy(AFFIRM trial). Enzalutamide was associated with significant benefits over the placebo considering time-to-event outcomes(i.e. prolonged overall survival[OS], delayed time to prostatic specific antigen[PSA]progression[TTPP], prolonged radiographic progression free survival[rPFS], time to the first skeletal related event[SRE])as well as objective response outcomes(i.e. PSA, soft tissue, and quality of life[QOL]). On the basis of the AFFIRM results, Astellas and Medivation filed a new drug application with the United States Food and Drug Administration and the European Medicines Agency in 2012, and obtained their approval. Another phaseI/II enzalutamide trial was conducted in both chemotherapy-naïve patients and post-chemotherapy pa- tients with progressive mCRPC. Enzalutamide at a dose of 160mg/day was well tolerated, and it showed pharmacokinetic characteristics, adverse events, and anti-tumor activity profiles similar to that of the non-Japanese population. On the basis of the results of the studies summarized above, a new drug application was submitted to the Ministry of Health, Labour, and Welfare of Japan in May 2013 and obtained the approval in Mar 2014. The second phase III trial was a randomized, double-blind, placebo-controlled, multinational study of 1,717 chemotherapy- naïve patients with CRPC(PREVAIL trial). An interim analysis recently demonstrated the significant benefits of enzalutamide over the placebo considering both OS and rPFS. In light of these results, the Independent Data Monitoring Committee (IDMC)advised terminating the study early, and suggested treating the patients in the placebo group with enzalutamide. This paper reviews the developmental history of enzalutamide, its pharmacokinetic and pharmacodynamic characteristics, as well as available efficacy and tolerability data yielded in clinical trials of patients with CRPC.",E3
26964769,2016,"Commentary on ""AR-V7 and resistance to enzalutamide and abiraterone in prostate cancer."" Antonarakis ES, Lu C, Wang H, Luber B, Nakazawa M, Roeser JC, Chen Y, Mohammad TA, Chen Y, Fedor HL, Lotan TL, Zheng Q, De Marzo AM, Isaacs JT, Isaacs WB, Nadal R, Paller CJ, Denmeade SR, Carducci MA, Eisenberger MA, Luo J, Division of Urologic Oncology, Department of Urology, University of Michigan, MI. N Engl J Med 2014; 371(11):1028-38.",NA,E3
23608083,2013,Words of wisdom. Re: Effect of abiraterone acetate and prednisone compared with placebo and prednisone on pain control and skeletal-related events in patients with metastatic castration-resistant prostate cancer: exploratory analysis of data from the COU-AA-301 randomised trial.,NA,A1
21533748,2011,Current clinical trials in castrate-resistant prostate cancer.,"Seven years passed since docetaxel/prednisone demonstrated and overall survival benefit, leading to its approval by the FDA for metastatic castration resistant prostate cancer. In 2010, two new treatments, sipuleucel-T and cabazitaxel, were approved by the United States Food and Drug Administration for men with castration-resistant prostate cancer, based upon improvement in overall survival. The progress that has been made in understanding the biological basis of disease progression, particularly the role of the continued activation of the androgen receptor, have led to new treatments that will further improve survival in these patients. Abiraterone, a drug that depletes both intracellular and extracellular sources of testosterone, demonstrated a 3.9-month improvement in survival in patients who failed docetaxel-based chemotherapy. Other drugs targeting the androgen-receptor axis, such as TAK-700 and MDV3100, have demonstrated significant activity in phase 1 and 2 studies, and are currently in phase 3. Agents that target angiogenesis, bone, and novel apoptotic proteins currently are under investigation, either as single agents or in combination with chemotherapy. The challenge for the development of clinical trials will be how these compounds will be sequenced in the future.",A1
23587782,2013,Systemic therapy in men with metastatic castration-resistant prostate cancer: a systematic review.,"Since 2004, docetaxel-based chemotherapy has been the standard of care for men with metastatic castration-resistant prostate cancer (mCRPC), but recently randomised controlled trials (RCTs) of novel agents have shown promise in extending overall survival. These trials have evaluated agents delivered before chemotherapy, to replace or supplement docetaxel, or addressed treatment options for men who have progressed on docetaxel therapy. This review was undertaken to determine which systemic therapies improve cancer- or patient-related outcomes in men with mCRPC. Searches were carried out in MEDLINE, EMBASE, the Cochrane Library and relevant conference proceedings. Eligible articles included RCTs comparing systemic therapy or combination (excluding primary or secondary androgen deprivation therapy, bone protective agents or radionuclides) with placebo or other agents in men with mCRPC. Twenty-five RCTs met the selection criteria. In chemotherapy-naive patients, targeted therapy with tasquinimod conferred a benefit in progression-free survival. Immunotherapy with sipuleucel-T extended overall survival and was well tolerated, but had no effect on the time to disease progression. Hypercastration with abiraterone extended progression-free survival, whereas overall survival was improved but not statistically proven. In the chemotherapy setting, updated and new trials of docetaxel alone confirmed the survival benefit seen in previous studies. A survival benefit with the addition of estramustine to docetaxel shown in a previous study did not lead to an improvement in pain palliation or quality of life. Trials of combining targeted therapies with docetaxel generally did not extend survival. The addition of bevacizumab improved progression-free survival, but not overall survival. The addition of GVAX immunotherapy or calcitriol was harmful. In the post-chemotherapy setting, progression-free and overall survival benefits were detected with cabazitaxel, abiraterone and enzalutamide. Cabazitaxel was associated with greater toxicity, whereas abiraterone and enzalutamide had less severe adverse effects. Satraplatin and sunitinib both extended progression-free survival, but did not improve overall survival. Docetaxel-based chemotherapy remains the standard of care in men with mCRPC who are candidates for palliative systemic therapy. Promising results are emerging with sipuleucel-T and abiraterone in the pre-docetaxel setting and cabazitaxel, abiraterone and enzalutamide in patients who progress on or after docetaxel. Further research to determine the optimal choice, sequence or even the combination of these agents is necessary.",C2
26997363,2016,Understanding taxanes in prostate cancer; importance of intratumoral drug accumulation.,"Resistance to docetaxel is common in metastatic castration-resistant prostate cancer (mCRPC) and may be caused by sub-therapeutic intratumoral drug concentrations. Cabazitaxel demonstrated survival benefit in docetaxel-pretreated and docetaxel-refractory patients. In this study, we investigated whether the superior antitumor activity of cabazitaxel in mCRPC is explained by higher intratumoral cabazitaxel levels. Since recent studies suggest a reduced efficacy of docetaxel following treatment with novel androgen receptor (AR)-targeted agents, we also investigated taxane efficacy in an enzalutamide-resistant tumor model. Intratumoral concentrations of docetaxel and cabazitaxel were correlated with antitumor activity in docetaxel-naïve, docetaxel-resistant, and enzalutamide-resistant patient-derived xenografts (PDXs) of prostate cancer. Intratumoral drug levels were negatively related to intrinsic and acquired resistance to docetaxel. Also, the observed stronger antitumor activity of cabazitaxel was associated with increased cumulative exposure and higher intratumoral of cabazitaxel concentrations in all PDXs. The superior antitumor activity of cabazitaxel in docetaxel- and enzalutamide-resistant tumors can be partly attributed to higher intratumoral drug concentrations. Especially for patients who are intrinsically resistant to docetaxel resulting from suboptimal intratumoral docetaxel concentrations, cabazitaxel may be the preferred chemotherapeutic agent. Prostate 76:927-936, 2016. © 2016 Wiley Periodicals, Inc.",C2
22500680,2012,The role of abiraterone in the management of metastatic castration-resistant prostate cancer.,"Prostate cancer is the most common solid-organ cancer affecting the male population. Men with metastatic prostate cancer treated with androgen ablation therapy often respond rapidly, with improvement in bone pain and decreases in serum prostate-specific antigen. However, almost all patients progress to the castrate-resistant state and until recently chemotherapy was the only treatment available with proven survival benefit. Abiraterone is a new class of anti-androgen with proven survival benefit post-chemotherapy. In this review we discuss the characteristics of abiraterone and the clinical trials that led to its approval for the treatment of patients with prostate cancer.",A1
26382222,2016,Safety and Clinical Outcomes of Abiraterone Acetate After Docetaxel in Octogenarians With Metastatic Castration-Resistant Prostate Cancer: Results of the Italian Compassionate Use Named Patient Programme.,"Metastatic castration-resistant prostate cancer mainly affects older men, opening issues about the efficacy and safety of therapies in this population. We have demonstrated that abiraterone, a selective androgen biosynthesis inhibitor, is a safe and active therapeutic option in a subgroup of 47 very elderly adults (aged > 80 years) enrolled in the Italian named patient program, with a tolerability profile and clinical outcomes comparable to those of younger population. Prostate cancer mainly affects elderly men, who are often frail and whose reduced physiological reserves and multiple comorbidities increase the risk of side effects. The availability of new drugs has improved the overall survival (OS) of patients with castration-resistant prostate cancer (CRPC) but has increased the number of very elderly CRPC patients receiving anticancer drugs, raising questions about their efficacy and safety in this population. We assessed the tolerability of abiraterone (AA) in a cohort of very elderly adults with metastatic CRPC (mCRPC) enrolled in the Italian AA named patient program and analyzed their clinical outcomes. We retrospectively reviewed the clinical records of 47 mCRPC patients aged > 80 years who had received AA after docetaxel. The Kaplan-Meier method was used to calculate OS and progression-free survival (PFS). Safety and clinical outcomes were also analyzed by age group (< 80 and > 80 years). Cox regression analysis was used to calculate the differences in PFS and OS between the groups according to the stratification variables. In very elderly men, the prostate-specific antigen response rate was 48.9%, and the median PFS and OS were 8 and 18 months, respectively. The differences in toxicities between the older and younger age groups were not major. The limitation of the present study was mainly its retrospective nature. Our data show that AA is active and safe in very elderly patients and leads to outcomes similar to those observed in younger patients, thus confirming that AA is a manageable therapeutic option for this patient population.",A1
26637407,2015,Abiraterone-induced rhabdomyolysis: A case report.,"Abiraterone is an inhibitor of androgen biosynthesis indicated for the treatment of metastatic castration-resistant prostate cancer. Common side effects include diarrhea, edema, hypokalemia, hypertension, and liver function test abnormalities. We report a case of rhabdomyolysis developing in association with the use of abiraterone. Following discontinuation of abiraterone, creatine kinase concentrations decreased gradually throughout the duration of the hospitalization.",A1
26157540,2015,Treatment Sequences and Pharmacy Costs of 2 New Therapies for Metastatic Castration-Resistant Prostate Cancer.,"The approval of new therapies for metastatic castration-resistant prostate cancer (mCRPC), including the oral agents abiraterone acetate and enzalutamide, has altered the standard of care for patients with mCRPC. Little information exists regarding the sequences in which new therapies for mCRPC with evidence of survival benefits are used. To describe the sequence of medication use for patients with mCRPC as observed in 3 healthcare data sets. Three healthcare claims data sets were used to identify patients with mCRPC who had no previous use of and were newly initiating 1 of the 2 oral study drugs (ie, abiraterone acetate or enzalutamide). The index date was the first study drug claim after September 1, 2012. Patients were followed until the data cutoff or until being lost to follow-up. Descriptive statistics summarized the proportion of patients receiving 1 line of therapy versus ≥2 lines of therapy. The use of a corticosteroid and the mean monthly pharmacy costs of abiraterone acetate or enzalutamide during the follow-up period were compared between the cohorts. A total of 3525 patients with mCRPC were identified from data set 1, 499 patients from data set 2, and 1949 patients from data set 3. The first-line use of abiraterone acetate was observed in 74%, 82%, and 80% of data sets 1, 2, and 3, respectively, and the first-line use of enzalutamide was seen in 26%, 18%, and 20%, respectively, of these same populations. The concomitant use of corticosteroids was observed in patients receiving first-line abiraterone acetate and in patients receiving first-line enzalutamide in all 3 data sets. After September 2012, abiraterone acetate was the most frequently administered therapy for mCRPC among the 2 oral agents, abiraterone acetate and enzalutamide. The monthly pharmacy costs associated with abiraterone acetate were significantly lower than those associated with enzalutamide in all 3 data sets. Based on the data used in this study, abiraterone acetate was more frequently administered for patients with mCRPC than enzalutamide. The concomitant use of corticosteroids was common in patients receiving first-line abiraterone acetate or first-line enzalutamide therapy. Patients receiving abiraterone acetate had significantly lower monthly pharmacy costs than patients receiving enzalutamide. These findings may facilitate the estimation of the budgetary impact of a treatment mix for population health and for managed care stakeholders.",A1
26339912,2015,[Treatment strategies for advanced prostate cancer].,"There has been dramatic improvement in the diagnosis and treatment of prostate cancer recently. The treatment of localized disease became more successful with the application of new, sophisticated techniques available for urologic surgeons and radiotherapists. Nevertheless a significant proportion of patients relapses after the initial local treatment or is diagnosed with metastatic disease at the beginning. In the past five years, six new drugs became registered for the treatment of metastatic, castration-resistant prostate cancer, such as sipuleucel-T, cabazitaxel, abiraterone, enzalutamide, the α-emitting radionuclide alpharadin and the receptor activator of nuclear factor kappa-B (RANK) ligand inhibitor denosumab. The availability of these new treatment options raises numerous questions. In this review we present the standard of care of metastatic prostate cancer by disease stage (hormone naive/ hormone sensitive metastatic prostate cancer, non-metastatic castration-resistant prostate cancer, oligometastatic/multimetastatic castration-resistant prostate cancer) and the emerging treatment modalities presently assessed in clinical trials. We would also like to give advice on debatable aspects of the management of metastatic prostate cancer.",C2
19470933,2009,Selective inhibition of CYP17 with abiraterone acetate is highly active in the treatment of castration-resistant prostate cancer.,"It has been postulated that castration-resistant prostate cancer (CRPC) commonly remains hormone dependent. Abiraterone acetate is a potent, selective, and orally available inhibitor of CYP17, the key enzyme in androgen and estrogen biosynthesis. This was a phase I/II study of abiraterone acetate in castrate, chemotherapy-naive CRPC patients (n = 54) with phase II expansion at 1,000 mg (n = 42) using a two-stage design to reject the null hypothesis if more than seven patients had a prostate-specific antigen (PSA) decline of > or = 50% (null hypothesis = 0.1; alternative hypothesis = 0.3; alpha = .05; beta = .14). Computed tomography scans every 12 weeks and circulating tumor cell (CTC) enumeration were performed. Prospective reversal of resistance at progression by adding dexamethasone 0.5 mg/d to suppress adrenocorticotropic hormone and upstream steroids was pursued. A decline in PSA of > or = 50% was observed in 28 (67%) of 42 phase II patients, and declines of > or = 90% were observed in eight (19%) of 42 patients. Independent radiologic evaluation reported partial responses (Response Evaluation Criteria in Solid Tumors) in nine (37.5%) of 24 phase II patients with measurable disease. Decreases in CTC counts were also documented. The median time to PSA progression (TTPP) on abiraterone acetate alone for all phase II patients was 225 days (95% CI, 162 to 287 days). Exploratory analyses were performed on all 54 phase I/II patients; the addition of dexamethasone at disease progression reversed resistance in 33% of patients regardless of prior treatment with dexamethasone, and pretreatment serum androgen and estradiol levels were associated with a probability of > or = 50% PSA decline and TTPP on abiraterone acetate and dexamethasone. CYP17 blockade by abiraterone acetate results in declines in PSA and CTC counts and radiologic responses, confirming that CRPC commonly remains hormone driven.",A1
19962664,2009,Steroid hormone receptors in prostate cancer: a hard habit to break?,"The clinical data from abiraterone acetate and MDV-3100 confirm continued androgen receptor (AR) addiction in a significant proportion of castration-resistant prostate cancers (CRPC). However, patients nearly invariably progress with a rise in prostate-specific antigen, suggesting resumption of transcription of hormone-regulated genes. If CRPC remains addicted to steroid receptor signaling, including, but not exclusive, to AR, how does reactivation occur? Or if cancers lose this addiction, do they remain driven by the same oncogenic mechanisms? The future development of therapeutics for CRPC should be informed by an understanding of the mechanisms underlying disease progression following treatment with these novel agents.",A1
22552048,2013,Efficacy of docetaxel-based chemotherapy following ketoconazole in metastatic castration-resistant prostate cancer: implications for prior therapy in clinical trials.,"Abiraterone acetate (AA) is a CYP17 inhibitor of androgen synthesis approved for use following docetaxel for metastatic castration-resistant prostate cancer (mCRPC); evaluation in the pre-docetaxel setting is ongoing. Given that the reported efficacy of AA is lower following docetaxel vs. pre-docetaxel, the potential exists for cross resistance given docetaxel's partly androgen receptor targeting activity. The efficacy of docetaxel following ketoconazole (KC), a weaker and nonspecific inhibitor of CYP17, may provide some insights into this potential interaction. We retrospectively evaluated the efficacy of every 3-week docetaxel with prednisone (DP) in mCRPC previously exposed to KC compared to KC-naive patients. A randomized phase II trial of men with mCRPC treated with DP + AT-101 (bcl-2 inhibitor) vs. DP plus placebo was analyzed. Both arms were combined for analysis as no significant differences were seen. Overall survival (OS), progression-free survival (PFS), objective response (ORR), pain, and prostate-specific antigen (PSA) response rates were estimated with and without prior KC. Cox proportional hazards regression models were used to estimate the effect of covariates on OS. Of 220 evaluable men, 40 (18.2%) received prior KC. The median OS with DP-based therapy of KC-naive patients (18.3 months, 95% CI: 15.0, 24.5) and post-KC patients (17.0 months, 95% CI: 9.9, 20.4) was not statistically different (P = 0.20). After controlling for prognostic classifications, analyses demonstrated consistent trends for worsening of OS after KC, with (hazard ratios (HRs) 1.33-1.46. Similar unfavorable trends were observed for ORR, PSA declines, and PFS. In this hypothesis-generating analysis, patients treated with docetaxel-based chemotherapy following prior KC had numerically and consistently worse outcomes than patients not exposed to prior KC. Although the estimated differences did not attain statistical significance, evaluation of outcomes with docetaxel in particular, and all classes of novel and emerging agents following AA, is of clinical importance, given its more potent androgen synthesis inhibition compared with KC. Drug development should take into account the potential impact of previous therapy.",A1
25621779,2015,[Treatment of metastatic castration-resistant prostate cancer].,"The treatment of metastatic castration-resistant prostate cancer (mCRPC) represents one of the oncological fields where the most impressive improvements has been observed in the last decades. At the beginning of this century, the expected survival of mCRPC patients was not more than 12 months. After the introduction of docetaxel in the clinical practice in 2004, and the recent availability of new drugs cabazitaxel, abiraterone acetate, enzalutamide, and radium-223 the landscape is dramatically changed with an expected median survival of about three years. The possibility of administering docetaxel, abiraterone acetate, and enzalutamide as first line treatment, and cabazitaxel, abiretone acetate, and enzalutamide as second line, as well as the availability of radium-223 for the treatment of mCRPC patients regardless of chemotherapy administration, changed the natural history of the disease. At the same time, it is probable that also the biology of the disease is changing with the appearance of mechanisms of resistance which are common to all the drugs. This plays a central role in sequencing the available drugs not only in the first and second line setting but also beyond the second line. The future challenges for the oncologists will be to develop new drugs able to overcome the resistances, mainly when they are native, to find the optimal sequence to optimize the use of available drugs, to place at the best place other active drugs, such as vaccines and radiopharmaceuticals, to exploit the new drugs also in a hormone-sensitive phase.",A1
23316941,2013,Radium-223 for the treatment of prostate cancer.,"Bone metastases cause significant morbidity and mortality in castration-resistant prostate cancer (CRPC). Until recently, treatment options have been limited, but now six drugs are known to extend life expectancy, with docetaxel the current standard first-line cytotoxic therapy. Phase III studies have also shown a survival advantage for sipuleucel-T, cabazitaxel, abiraterone, enzalutamide and radium-223 . Radium-223 is unique among these agents, as the only bone-directed therapy shown to prolong survival in CRPC. This review covers the current standard of care for CRPC and recent drug developments that have demonstrated a survival benefit. It focuses on bone-directed therapies, in particular radium-223, the first-in-class alpha-emitting radionuclide and discusses the pivotal studies to date. A PubMed search using the keywords below was performed. Radium-223 is set to become a new standard of care for the treatment of bony metastatic CRPC. It improves both survival and quality of life, delays skeletal events and is well tolerated. Its optimal use in the evolving treatment strategies for men with CRPC and bone metastases is yet to be determined.",C2
22950608,2013,Cabazitaxel: a novel drug for hormone-refractory prostate cancer.,"Cabazitaxel has recently been approved by FDA for the treatment of docetaxel resistant hormone-refractory prostate cancer. It has been developed by Sanofi-Aventis under the trade name of Jevtana. It is given in combination with prednisone/prednisolone and has passed the clinical trial over well-known drug mitoxantrone. This drug is a microtubule depolymerization inhibitor, which can penetrate blood brain barrier (BBB). The FDA granted fast track designation to this drug in November 2009 and thereafter, new drug application submission was done in March 2010. Priority review to this drug was granted in April 2010 and finally in July 2010 it was approved by FDA. It is available in the form of injection in the dose of 60 mg/1.5 mL, which should be diluted prior to its use by the diluents supplied along with the injection. It is a second-line drug and has proven to be effective in patients experiencing docetaxel based treatment failure.",C2
23326489,2013,Sox2 is an androgen receptor-repressed gene that promotes castration-resistant prostate cancer.,"Despite advances in detection and therapy, castration-resistant prostate cancer continues to be a major clinical problem. The aberrant activity of stem cell pathways, and their regulation by the Androgen Receptor (AR), has the potential to provide insight into novel mechanisms and pathways to prevent and treat advanced, castrate-resistant prostate cancers. To this end, we investigated the role of the embryonic stem cell regulator Sox2 [SRY (sex determining region Y)-box 2] in normal and malignant prostate epithelial cells. In the normal prostate, Sox2 is expressed in a portion of basal epithelial cells. Prostate tumors were either Sox2-positive or Sox2-negative, with the percentage of Sox2-positive tumors increasing with Gleason Score and metastases. In the castration-resistant prostate cancer cell line CWR-R1, endogenous expression of Sox2 was repressed by AR signaling, and AR chromatin-IP shows that AR binds the enhancer element within the Sox2 promoter. Likewise, in normal prostate epithelial cells and human embryonic stem cells, increased AR signaling also decreases Sox2 expression. Resistance to the anti-androgen MDV3100 results in a marked increase in Sox2 expression within three prostate cancer cell lines, and in the castration-sensitive LAPC-4 prostate cancer cell line ectopic expression of Sox2 was sufficient to promote castration-resistant tumor formation. Loss of Sox2 expression in the castration-resistant CWR-R1 prostate cancer cell line inhibited cell growth. Up-regulation of Sox2 was not associated with increased CD133 expression but was associated with increased FGF5 (Fibroblast Growth Factor 5) expression. These data propose a model of elevated Sox2 expression due to loss of AR-mediated repression during castration, and consequent castration-resistance via mechanisms not involving induction of canonical embryonic stem cell pathways.",E3
23717582,2013,Therapeutic options in docetaxel-refractory metastatic castration-resistant prostate cancer: a cost-effectiveness analysis.,"Docetaxel is an established first-line therapy to treat metastatic castration-resistant prostate cancer (mCRPC). Recently, abiraterone and cabazitaxel were approved for use after docetaxel failure, with improved survival. National Institute for Health and Clinical Excellence (NICE) preliminary recommendations were negative for both abiraterone (now positive in final recommendation) and cabazitaxel (negative in final recommendation). To evaluate the cost-effectiveness of abiraterone, cabazitaxel, mitoxantrone and prednisone for mCRPC treatment in US. A decision-tree model was constructed to compare the two mCRPC treatments versus two placebos over 18 months from a societal perspective. Chance nodes include baseline pain as a severity indicator, grade III/IV side-effects, and survival at 18 months. Probabilities, survival and health utilities were from published studies. Model cost inputs included drug treatment, side-effect management and prevention, radiation for pain, and death associated costs in 2010 US dollars. Abiraterone is a cost-effective choice at $94K/QALY (quality adjusted life years) compared to placebo in our base-case analysis. Cabazitaxel and abiraterone are the most effective, yet also most expensive agents. The incremental cost-effectiveness ratios (ICER) at base-case are $101K/QALY (extended dominated) for mitoxantrone vs. placebo, $91K/QALY for abiraterone vs. mitoxantrone, $956K/QALY for cabazitaxel vs. abiraterone. Abiraterone becomes less cost-effective as its AWP increases, or if the cost of mitoxantrone side-effect management decreases. Increases in the percentage of patients with baseline pain leads to an increased ICER for both mitoxantrone and abiraterone, but mitoxantrone does relatively better. Cabazitaxel remains not cost-effective. Our base case model suggests that abiraterone is a cost-effective option in docetaxel-refractory mCRPC patients. Newer treatments will also need a CEA assessment compared to abiraterone.",C2
27210425,2016,The safety and efficacy of enzalutamide in the treatment of advanced prostate cancer.,"Enzalutamide - a non-steroidal second-generation antiandrogen - represents an active treatment option for patients with metastatic castration-resistant prostate cancer (mCRPC) in both chemotherapy-naïve and docetaxel-pretreated settings, based on the demonstration of improved overall survival over placebo in two large phase III trials. The therapeutic landscape of mCRPC, narrowed to docetaxel until recently, encompasses now several treatments of a different nature (including androgen receptor targeting agents, taxanes, radiometabolic therapy, and immunotherapy), improving considerably the patients prognosis. However, direct comparisons between these agents still lack, raising the question of the optimal sequence of treatment. Expert commentary: We described in detail available data on clinical efficacy and safety of enzalutamide in different clinical settings (chemotherapy-naïve and -pretreated mCRPC patients), analyzing patients characteristics, the effects of enzalutamide on major clinical outcomes and its impact on patients quality of life. Finally, we briefly overviewed ongoing clinical trials evaluating potential active combinations, cross-resistance with other compounds, sequential strategies, and possible prognostic or predictive biomarkers.",E3
27544669,2016,Enzalutamide as a Fourth- or Fifth-Line Treatment Option for Metastatic Castration-Resistant Prostate Cancer.,"To evaluate the efficacy of enzalutamide (Enz) as fourth- or fifth-line treatment in men with metastasized castration-resistant prostate cancer (mCRPC), by analyzing a retrospective cohort of heavily pretreated patients. We evaluated toxicity, overall survival (OS), progression-free survival (PFS) and time to prostate-specific antigen (PSA) progression data from 47 CRPC patients treated with fourth- or fifth-line Enz. All patients were treated with docetaxel and abiraterone acetate and 42 patients (89%) with cabazitaxel. The median age of the patients was 69 years (IQR, 63-73.5), 79% had bone metastases, 55% had lymph node metastases, and 17% had visceral metastases. The median duration of Enz treatment was 12.0 weeks (IQR, 8.3-20.4), and 11 patients (23%) responded to Enz (maximum PSA decline ≥50%). In general, Enz was well tolerated, with the most frequently reported adverse events being fatigue and nausea. The median OS was 40.1 weeks (95% CI, 25.4-61.4), the median PFS was 12.1 weeks (95% CI, 9.9-14.0) and the median time to PSA progression was 15.7 weeks (95% CI, 14.0-28.7). Analysis of this retrospective cohort suggests that Enz is well tolerated and that there is a 23% response rate in heavily pretreated CRPC patients, which is comparable with third-line treatment outcomes.",C2
26336104,2015,ATM Inhibition Potentiates Death of Androgen Receptor-inactivated Prostate Cancer Cells with Telomere Dysfunction.,"Androgen receptor (AR) plays a role in maintaining telomere stability in prostate cancer cells, as AR inactivation induces telomere dysfunction within 3 h. Since telomere dysfunction in other systems is known to activate ATM (ataxia telangiectasia mutated)-mediated DNA damage response (DDR) signaling pathways, we investigated the role of ATM-mediated DDR signaling in AR-inactivated prostate cancer cells. Indeed, the induction of telomere dysfunction in cells treated with AR-antagonists (Casodex or MDV3100) or AR-siRNA was associated with a dramatic increase in phosphorylation (activation) of ATM and its downstream effector Chk2 and the presenceof phosphorylated ATM at telomeres, indicating activation of DDR signaling at telomeres. Moreover, Casodex washout led to the reversal of telomere dysfunction, indicating repair of damaged telomeres. ATM inhibitor blocked ATM phosphorylation, induced PARP cleavage, abrogated cell cycle checkpoint activation and attenuated the formation of γH2AX foci at telomeres in AR-inactivated cells, suggesting that ATM inhibitor induces apoptosis in AR-inactivated cells by blocking the repair of damaged DNA at telomeres. Finally, colony formation assay revealed a dramatic decrease in the survival of cells co-treated with Casodex and ATM inhibitor as compared with those treated with either Casodex or ATM inhibitor alone. These observations indicate that inhibitors of DDR signaling pathways may offer a unique opportunity to enhance the potency of AR-targeted therapies for the treatment of androgen-sensitive as well as castration-resistant prostate cancer.",E3
23574134,2013,Abiraterone in metastatic prostate cancer.,NA,A1
27194471,2016,Inhibition of the hexosamine biosynthetic pathway promotes castration-resistant prostate cancer.,"The precise molecular alterations driving castration-resistant prostate cancer (CRPC) are not clearly understood. Using a novel network-based integrative approach, here, we show distinct alterations in the hexosamine biosynthetic pathway (HBP) to be critical for CRPC. Expression of HBP enzyme glucosamine-phosphate N-acetyltransferase 1 (GNPNAT1) is found to be significantly decreased in CRPC compared with localized prostate cancer (PCa). Genetic loss-of-function of GNPNAT1 in CRPC-like cells increases proliferation and aggressiveness, in vitro and in vivo. This is mediated by either activation of the PI3K-AKT pathway in cells expressing full-length androgen receptor (AR) or by specific protein 1 (SP1)-regulated expression of carbohydrate response element-binding protein (ChREBP) in cells containing AR-V7 variant. Strikingly, addition of the HBP metabolite UDP-N-acetylglucosamine (UDP-GlcNAc) to CRPC-like cells significantly decreases cell proliferation, both in-vitro and in animal studies, while also demonstrates additive efficacy when combined with enzalutamide in-vitro. These observations demonstrate the therapeutic value of targeting HBP in CRPC.",E3
